data_name,num_classes,data_type,label_col,variant,sampling_modifiedRS_rho,sampling_weightedRS_percentage,loss,wce_alpha,fl_gamma,pl_seed,val_f1_macro,test_f1_macro,test_f1_per_label_0,test_f1_per_label_1,test_f1_per_label_2,test_f1_per_label_3,test_f1_per_label_4,test_accuracy,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_auprc,mlflow_run_id
founta-2018-thas,4,multi,label_multi,th,-,-,Loss.CE_Loss,-,-,42,0.613929271697998,0.6151360273361206,0.8420068621635437,0.5304787158966064,0.753476619720459,0.33458176255226135,0,0.7562156915664673,0.597583532333374,0.780032753944397,0.6417457461357117,0.7562156915664673,0.5888046026229858,f5f50209d72f4dc0936c0dbb42114aaf
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,1.2,-,Loss.CE_Loss,-,-,0,0.6113698482513428,0.6210951805114746,0.8314715027809143,0.5615763664245605,0.761961042881012,0.3293718099594116,0,0.7532020211219788,0.6101243495941162,0.7907479405403137,0.6520469188690186,0.7532020211219788,0.6243113279342651,a5d132a652bc4f4abd0ad6e7d450b11c
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,1.0,-,Loss.CE_Loss,-,-,0,0.6110737323760986,0.6135770082473755,0.8375068306922913,0.524471640586853,0.7822784781455994,0.3100511133670807,0,0.7555699348449707,0.6138067245483398,0.7777089476585388,0.6230477094650269,0.7555699348449707,0.613979697227478,adc190c6279c46b8afe538c1e26601fb
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,2.0,-,Loss.CE_Loss,-,-,0,0.6193004846572876,0.6258952617645264,0.85902339220047,0.5590550899505615,0.7800480723381042,0.3054545521736145,0,0.78226238489151,0.627623438835144,0.7887919545173645,0.6334030628204346,0.7822624444961548,0.6290392875671387,20a1064c39dd4f40809324198dd39730
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,1.2,-,Loss.CE_Loss,-,-,21,0.6268692016601562,0.6336761713027954,0.8577999472618103,0.568121075630188,0.7760050892829895,0.3327786922454834,0,0.7814013361930847,0.6344542503356934,0.7918208241462708,0.6375617980957031,0.7814013361930847,0.6314060091972351,74da1ade76454f0f84fedc688d80aaf7
founta-2018-thas,4,multi,label_multi,baseline,-,-,Loss.CE_Loss,-,-,21,0.6243281960487366,0.618838906288147,0.868260383605957,0.49074074625968933,0.7861482501029968,0.33020636439323425,0,0.7885050177574158,0.6413388252258301,0.7762956023216248,0.6079782247543335,0.7885050177574158,0.6194912195205688,185454780fc84179910eea72cef61718
founta-2018-thas,4,multi,label_multi,baseline,-,-,Loss.CE_Loss,-,-,0,0.6406250596046448,0.6368293762207031,0.8625556826591492,0.5455126166343689,0.786675214767456,0.35257411003112793,0,0.785168468952179,0.637331485748291,0.7882428169250488,0.6367982625961304,0.785168468952179,0.6413555145263672,80870bbd5ed641358ff3717ff27c87cf
founta-2018-thas,4,multi,label_multi,th,-,-,Loss.CE_Loss,-,-,21,0.616777777671814,0.6219915151596069,0.8423441052436829,0.5392857193946838,0.7586206793785095,0.34771573543548584,0,0.7591217160224915,0.5979974269866943,0.7829161882400513,0.655408501625061,0.7591217160224915,0.5858247876167297,1ab1596fbd4b4e48b7eda5b6c76fbebd
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,3.0,-,Loss.CE_Loss,-,-,42,0.6172440052032471,0.6197348833084106,0.8426878452301025,0.5416197776794434,0.7871939539909363,0.3074380159378052,0,0.7628887891769409,0.6153920888900757,0.7834611535072327,0.6321280002593994,0.7628888487815857,0.6131086349487305,5794a8c37dde4178bd22f0d749b30f5a
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,1.5,-,Loss.CE_Loss,-,-,21,0.6237152218818665,0.6262649893760681,0.8554021716117859,0.5621426701545715,0.7687651515007019,0.3187499940395355,0,0.77677321434021,0.6141294240951538,0.7888572812080383,0.6420197486877441,0.77677321434021,0.6266382336616516,1f4295dae7b545928426f387ac207a72
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,2.0,-,Loss.CE_Loss,-,-,21,0.6235469579696655,0.6289434432983398,0.8697138428688049,0.5327896475791931,0.7963302731513977,0.3169398903846741,0,0.7935636639595032,0.6426370739936829,0.7861189842224121,0.6222917437553406,0.7935636639595032,0.6244790554046631,83319956ba2b49eb8fe265293b9c07fc
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,1.0,-,Loss.CE_Loss,-,-,42,0.6165226101875305,0.6149723529815674,0.8447861075401306,0.5338761210441589,0.7585380673408508,0.32268908619880676,0,0.7627812027931213,0.6072052717208862,0.7789286375045776,0.63018798828125,0.7627812027931213,0.6156474947929382,ca7268ce15e94ca6a54c6a208d802803
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,1.2,-,Loss.CE_Loss,-,-,42,0.6167781352996826,0.6225246787071228,0.856117308139801,0.5400443077087402,0.756206214427948,0.33773088455200195,0,0.7727908492088318,0.6111888289451599,0.7842806577682495,0.6376239657402039,0.7727908492088318,0.6199371218681335,2c368f439a704d578cc0ffa322c06e27
founta-2018-thas,4,multi,label_multi,sampling_modifiedRS_oversampling,1.5,-,Loss.CE_Loss,-,-,42,0.6211200952529907,0.6204444169998169,0.8552214503288269,0.5583818554878235,0.7394450902938843,0.3287292718887329,0,0.7722527384757996,0.6015715599060059,0.7875109910964966,0.643657922744751,0.7722526788711548,0.623630166053772,9203047753d34e7cb1f5442685fd8811
