data_name,num_classes,data_type,size,rho,distribution,variant,sampling_modifiedRS_rho,sampling_weightedRS_percentage,augmentation_rho,augmentation_percentage,augmentation_top_k,wce_alpha,fl_gamma,val_f1_macro,test_f1_macro,test_f1_macro_std,train_f1_macro,train_f1_per_label_0,train_f1_per_label_1,train_f1_per_label_2,train_f1_per_label_3,train_f1_per_label_4,train_accuracy,train_precision_macro,train_precision_weighted,train_recall_macro,train_recall_weighted,train_auprc,val_f1_per_label_0,val_f1_per_label_1,val_f1_per_label_2,val_f1_per_label_3,val_f1_per_label_4,val_accuracy,val_precision_macro,val_precision_weighted,val_recall_macro,val_recall_weighted,val_auprc,test_f1_per_label_0,test_f1_per_label_1,test_f1_per_label_2,test_f1_per_label_3,test_f1_per_label_4,test_accuracy,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_auprc
civil-comments-5k-7p5,2,bin,5006,7.51,"{'0_non-toxic': 0.883, '1_toxic': 0.117}",sampling_modifiedRS_undersampling,2.0,-,-,-,-,-,-,79.39,79.78,0.89,98.56,99.03,98.09,0.0,0.0,0.0,98.71,98.33,98.73,98.8,98.71,99.64,95.19,63.59,0.0,0.0,0.0,91.51,79.73,91.57,79.37,91.51,84.25,94.98,64.58,0.0,0.0,0.0,91.22,79.15,91.77,81.07,91.22,85.48
civil-comments-5k-7p5,2,bin,5006,7.51,"{'0_non-toxic': 0.883, '1_toxic': 0.117}",sampling_modifiedRS_undersampling,3.0,-,-,-,-,-,-,79.71,78.65,1.86,98.78,99.39,98.16,0.0,0.0,0.0,99.08,98.7,99.08,98.85,99.08,99.73,95.44,63.99,0.0,0.0,0.0,91.91,80.92,91.71,78.86,91.91,83.58,95.18,62.12,0.0,0.0,0.0,91.45,80.04,91.29,77.9,91.45,84.86
civil-comments-5k-7p5,2,bin,5006,7.51,"{'0_non-toxic': 0.883, '1_toxic': 0.117}",sampling_modifiedRS_undersampling,5.0,-,-,-,-,-,-,79.96,81.46,1.53,97.88,99.29,96.47,0.0,0.0,0.0,98.82,97.75,98.82,98.01,98.82,99.3,95.54,64.37,0.0,0.0,0.0,92.07,81.52,91.83,78.83,92.07,84.35,95.71,67.22,0.0,0.0,0.0,92.42,81.97,92.31,81.01,92.42,86.3
civil-comments-5k-7p5,2,bin,5006,7.51,"{'0_non-toxic': 0.883, '1_toxic': 0.117}",th,-,-,-,-,-,-,-,78.82,79.47,0.36,99.65,99.92,99.38,0.0,0.0,0.0,99.86,99.71,99.86,99.59,99.86,99.98,95.49,62.15,0.0,0.0,0.0,91.94,81.76,91.45,76.65,91.94,82.04,95.34,63.59,0.0,0.0,0.0,91.75,81.15,91.66,78.56,91.75,82.96
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,2.0,0.1,3,-,-,78.41,77.23,0.89,99.67,99.78,99.56,0.0,0.0,0.0,99.71,99.67,99.71,99.68,99.71,99.99,96.49,60.33,0.0,0.0,0.0,93.55,78.41,93.59,78.53,93.55,81.9,96.33,58.13,0.0,0.0,0.0,93.25,77.54,93.24,77.05,93.25,79.31
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,2.0,0.1,5,-,-,77.52,76.15,1.7,99.61,99.74,99.49,0.0,0.0,0.0,99.66,99.61,99.66,99.62,99.66,99.98,96.0,59.03,0.0,0.0,0.0,92.72,75.56,93.4,80.0,92.72,80.12,95.82,56.49,0.0,0.0,0.0,92.37,74.48,92.97,78.26,92.37,79.18
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,2.0,0.3,3,-,-,78.58,76.92,1.2,99.63,99.75,99.5,0.0,0.0,0.0,99.67,99.62,99.67,99.63,99.67,99.98,96.66,60.5,0.0,0.0,0.0,93.85,79.99,93.69,77.56,93.85,80.98,96.52,57.31,0.0,0.0,0.0,93.57,79.1,93.22,75.3,93.57,79.92
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,2.0,0.3,5,-,-,77.37,76.04,1.94,99.58,99.72,99.44,0.0,0.0,0.0,99.63,99.59,99.63,99.58,99.63,99.98,96.1,58.64,0.0,0.0,0.0,92.89,77.69,93.6,78.96,92.89,81.65,96.05,56.03,0.0,0.0,0.0,92.77,77.35,93.21,76.74,92.77,80.3
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,3.0,0.1,3,-,-,78.16,77.08,0.42,99.57,99.79,99.36,0.0,0.0,0.0,99.68,99.57,99.68,99.57,99.68,99.96,96.57,59.75,0.0,0.0,0.0,93.68,79.1,93.52,77.33,93.68,81.65,96.5,57.66,0.0,0.0,0.0,93.54,78.75,93.22,75.66,93.54,80.69
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,3.0,0.1,5,-,-,78.51,77.24,0.57,99.26,99.63,98.89,0.0,0.0,0.0,99.45,99.27,99.45,99.25,99.45,99.94,96.42,60.6,0.0,0.0,0.0,93.45,78.49,93.74,79.32,93.45,81.77,96.31,58.18,0.0,0.0,0.0,93.22,77.81,93.33,77.27,93.22,80.09
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,3.0,0.3,3,-,-,77.63,77.09,0.33,99.63,99.82,99.45,0.0,0.0,0.0,99.72,99.64,99.72,99.63,99.72,99.98,96.47,58.79,0.0,0.0,0.0,93.51,78.87,93.43,76.91,93.51,80.95,96.49,57.69,0.0,0.0,0.0,93.52,78.97,93.27,75.74,93.52,80.15
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,3.0,0.3,5,-,-,78.58,78.3,1.79,99.43,99.71,99.14,0.0,0.0,0.0,99.57,99.43,99.57,99.42,99.57,99.96,96.41,60.76,0.0,0.0,0.0,93.42,77.99,93.66,79.4,93.42,81.89,96.46,60.14,0.0,0.0,0.0,93.5,78.51,93.58,78.31,93.5,81.06
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,5.0,0.1,3,-,-,78.24,78.2,1.27,99.14,99.71,98.56,0.0,0.0,0.0,99.52,99.17,99.52,99.11,99.52,99.92,96.6,59.88,0.0,0.0,0.0,93.72,79.38,93.57,77.4,93.73,81.33,96.64,59.76,0.0,0.0,0.0,93.8,79.64,93.55,77.02,93.8,80.9
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,5.0,0.1,5,-,-,78.84,78.67,1.08,99.09,99.7,98.48,0.0,0.0,0.0,99.49,99.13,99.49,99.05,99.49,99.88,96.35,61.33,0.0,0.0,0.0,93.33,77.93,93.85,80.61,93.33,82.65,96.38,60.96,0.0,0.0,0.0,93.38,78.55,93.82,79.75,93.38,81.85
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,5.0,0.3,3,-,-,77.86,77.47,0.56,99.06,99.69,98.43,0.0,0.0,0.0,99.48,99.13,99.48,98.99,99.48,99.89,96.13,59.6,0.0,0.0,0.0,92.94,76.56,93.56,80.02,92.94,81.62,96.16,58.78,0.0,0.0,0.0,92.99,77.06,93.44,78.74,92.99,80.74
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,5.0,0.3,5,-,-,77.76,78.11,1.3,99.17,99.73,98.62,0.0,0.0,0.0,99.54,99.22,99.54,99.13,99.54,99.88,96.4,59.12,0.0,0.0,0.0,93.38,78.0,93.41,77.68,93.38,81.52,96.54,59.68,0.0,0.0,0.0,93.62,78.9,93.5,77.44,93.63,81.78
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,7.5,0.1,3,-,-,78.4,78.46,0.28,98.5,99.65,97.35,0.0,0.0,0.0,99.38,98.53,99.38,98.46,99.38,99.69,96.63,60.17,0.0,0.0,0.0,93.79,79.5,93.61,77.53,93.79,82.55,96.73,60.2,0.0,0.0,0.0,93.95,80.53,93.67,76.87,93.95,82.43
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,7.5,0.1,5,-,-,78.6,78.62,0.84,98.45,99.64,97.27,0.0,0.0,0.0,99.36,98.61,99.36,98.3,99.36,99.77,96.5,60.69,0.0,0.0,0.0,93.58,78.44,93.66,78.91,93.57,82.19,96.59,60.65,0.0,0.0,0.0,93.72,79.09,93.65,78.24,93.72,82.13
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,7.5,0.3,3,-,-,78.44,78.57,0.88,98.48,99.64,97.31,0.0,0.0,0.0,99.37,98.58,99.37,98.38,99.37,99.72,96.62,60.25,0.0,0.0,0.0,93.77,79.39,93.6,77.61,93.77,81.13,96.7,60.44,0.0,0.0,0.0,93.92,80.06,93.65,77.27,93.92,81.24
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_abusive_lexicon,-,-,7.5,0.3,5,-,-,79.13,78.09,0.62,98.61,99.67,97.54,0.0,0.0,0.0,99.42,98.66,99.42,98.55,99.42,99.77,96.79,61.47,0.0,0.0,0.0,94.07,80.59,93.82,77.87,94.07,82.42,96.7,59.48,0.0,0.0,0.0,93.89,80.22,93.54,76.32,93.89,81.55
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_external_data_preprocessing,-,-,2.0,-,-,-,-,78.44,78.61,0.74,99.23,99.49,98.98,0.0,0.0,0.0,99.32,99.26,99.32,99.21,99.32,99.93,96.33,60.55,0.0,0.0,0.0,93.29,77.33,93.62,79.79,93.29,82.52,96.48,60.74,0.0,0.0,0.0,93.53,78.42,93.67,79.03,93.53,82.17
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_external_data_preprocessing,-,-,3.0,-,-,-,-,79.2,78.0,0.41,99.34,99.67,99.01,0.0,0.0,0.0,99.51,99.34,99.51,99.34,99.51,99.96,96.49,61.92,0.0,0.0,0.0,93.57,78.37,93.86,80.32,93.57,81.42,96.42,59.58,0.0,0.0,0.0,93.43,78.1,93.49,78.13,93.43,80.11
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_external_data_preprocessing,-,-,5.0,-,-,-,-,78.95,76.98,0.32,99.18,99.73,98.63,0.0,0.0,0.0,99.54,99.24,99.54,99.12,99.54,99.93,96.86,61.04,0.0,0.0,0.0,94.18,81.58,93.85,76.99,94.18,82.59,96.59,57.38,0.0,0.0,0.0,93.68,79.93,93.29,74.89,93.68,80.71
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",augmentation_external_data_preprocessing,-,-,7.5,-,-,-,-,79.28,77.88,0.65,99.31,99.84,98.77,0.0,0.0,0.0,99.71,99.35,99.71,99.26,99.71,99.92,96.7,61.85,0.0,0.0,0.0,93.93,79.81,93.84,78.83,93.93,82.5,96.6,59.15,0.0,0.0,0.0,93.72,79.43,93.46,76.6,93.72,81.34
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",baseline,-,-,-,-,-,-,-,78.64,79.19,1.24,97.91,99.66,96.16,0.0,0.0,0.0,99.38,97.92,99.38,97.89,99.38,99.26,96.48,60.8,0.0,0.0,0.0,93.53,78.3,93.66,79.08,93.53,81.98,96.61,61.78,0.0,0.0,0.0,93.77,79.1,93.82,79.39,93.77,82.1
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",fl,-,-,-,-,-,-,0.1,78.26,78.53,0.72,98.04,99.68,96.4,0.0,0.0,0.0,99.42,98.2,99.42,97.89,99.42,99.31,96.69,59.84,0.0,0.0,0.0,93.88,80.77,93.7,76.78,93.88,82.49,96.73,60.33,0.0,0.0,0.0,93.97,81.23,93.78,76.88,93.97,82.75
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",fl,-,-,-,-,-,-,0.2,78.38,79.14,0.7,97.83,99.65,96.02,0.0,0.0,0.0,99.36,97.99,99.36,97.68,99.36,99.26,96.67,60.09,0.0,0.0,0.0,93.85,79.95,93.63,77.19,93.85,82.24,96.78,61.5,0.0,0.0,0.0,94.07,80.89,93.88,77.92,94.07,82.22
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",fl,-,-,-,-,-,-,0.5,77.91,78.71,0.29,97.6,99.61,95.58,0.0,0.0,0.0,99.29,97.69,99.28,97.5,99.29,99.14,96.41,59.41,0.0,0.0,0.0,93.4,78.06,93.46,77.97,93.4,81.39,96.61,60.81,0.0,0.0,0.0,93.77,79.4,93.69,78.22,93.77,81.23
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",fl,-,-,-,-,-,-,1.0,78.44,78.24,1.61,98.11,99.7,96.53,0.0,0.0,0.0,99.44,98.24,99.44,97.99,99.44,99.42,96.73,60.15,0.0,0.0,0.0,93.95,80.61,93.69,76.91,93.95,82.04,96.71,59.77,0.0,0.0,0.0,93.92,80.66,93.66,76.67,93.93,81.31
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",fl,-,-,-,-,-,-,2.0,78.29,78.4,0.94,97.23,99.55,94.9,0.0,0.0,0.0,99.18,97.49,99.18,96.97,99.18,99.29,96.45,60.13,0.0,0.0,0.0,93.5,79.73,93.83,78.55,93.5,82.46,96.53,60.26,0.0,0.0,0.0,93.63,79.95,93.83,78.38,93.63,83.07
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",fl,-,-,-,-,-,-,5.0,78.45,78.83,1.31,95.84,99.33,92.36,0.0,0.0,0.0,98.77,95.96,98.76,95.73,98.77,98.73,96.75,60.15,0.0,0.0,0.0,93.99,80.8,93.69,76.75,93.99,82.86,96.86,60.79,0.0,0.0,0.0,94.19,81.68,93.82,76.72,94.19,82.87
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_oversampling,2.0,-,-,-,-,-,-,77.91,77.86,0.96,99.54,99.69,99.38,0.0,0.0,0.0,99.59,99.52,99.59,99.55,99.59,99.98,95.98,59.83,0.0,0.0,0.0,92.7,76.29,93.66,80.88,92.7,82.18,96.08,59.65,0.0,0.0,0.0,92.86,76.55,93.61,80.31,92.86,81.93
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_oversampling,3.0,-,-,-,-,-,-,78.52,78.87,1.27,99.48,99.74,99.22,0.0,0.0,0.0,99.61,99.47,99.61,99.49,99.61,99.94,96.43,60.61,0.0,0.0,0.0,93.47,78.56,93.74,79.23,93.47,82.65,96.51,61.24,0.0,0.0,0.0,93.61,79.15,93.82,79.21,93.61,82.48
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_oversampling,5.0,-,-,-,-,-,-,79.08,79.07,1.56,99.0,99.67,98.33,0.0,0.0,0.0,99.44,99.0,99.44,99.0,99.44,99.81,96.54,61.63,0.0,0.0,0.0,93.65,79.0,93.87,79.71,93.65,82.56,96.54,61.6,0.0,0.0,0.0,93.65,79.28,93.87,79.42,93.65,82.6
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_oversampling,7.5,-,-,-,-,-,-,78.45,78.8,1.44,98.85,99.73,97.97,0.0,0.0,0.0,99.53,99.06,99.52,98.65,99.53,99.75,96.49,60.41,0.0,0.0,0.0,93.55,78.4,93.6,78.62,93.55,82.15,96.56,61.05,0.0,0.0,0.0,93.68,78.98,93.71,78.74,93.68,81.77
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_undersampling,2.0,-,-,-,-,-,-,79.11,79.0,0.46,98.23,98.81,97.66,0.0,0.0,0.0,98.42,98.01,98.44,98.47,98.42,99.31,96.3,61.92,0.0,0.0,0.0,93.26,77.14,93.87,81.6,93.26,82.44,96.32,61.68,0.0,0.0,0.0,93.28,77.3,93.83,81.15,93.28,81.99
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_undersampling,3.0,-,-,-,-,-,-,78.96,77.98,0.19,98.01,99.0,97.02,0.0,0.0,0.0,98.5,97.77,98.51,98.26,98.5,99.39,96.38,61.54,0.0,0.0,0.0,93.38,77.76,93.81,80.59,93.38,81.64,96.3,59.66,0.0,0.0,0.0,93.22,77.35,93.5,78.91,93.23,81.16
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_undersampling,5.0,-,-,-,-,-,-,78.97,77.91,1.13,97.12,99.03,95.2,0.0,0.0,0.0,98.39,96.84,98.4,97.4,98.39,98.94,96.34,61.6,0.0,0.0,0.0,93.33,77.65,93.83,80.8,93.32,83.04,96.24,59.58,0.0,0.0,0.0,93.12,77.01,93.48,79.13,93.12,81.41
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",sampling_modifiedRS_undersampling,7.5,-,-,-,-,-,-,79.27,78.73,1.7,97.23,99.35,95.11,0.0,0.0,0.0,98.85,97.22,98.85,97.24,98.85,99.2,96.49,62.05,0.0,0.0,0.0,93.58,78.91,93.97,80.42,93.57,82.87,96.41,61.05,0.0,0.0,0.0,93.43,78.48,93.77,79.54,93.43,82.17
civil-comments-20k,2,bin,20000,11.35,"{'0_non-toxic': 0.919, '1_toxic': 0.081}",th,-,-,-,-,-,-,-,78.55,77.66,1.14,98.23,99.71,96.74,0.0,0.0,0.0,99.47,98.27,99.47,98.18,99.47,99.55,96.13,60.97,0.0,0.0,0.0,92.97,76.46,93.77,81.49,92.97,81.79,96.05,59.27,0.0,0.0,0.0,92.81,76.03,93.45,79.86,92.81,81.44
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.1,3,-,-,79.09,79.34,0.46,99.43,99.62,99.25,0.0,0.0,0.0,99.5,99.43,99.5,99.44,99.5,99.96,96.65,61.54,0.0,0.0,0.0,93.83,79.26,93.9,79.17,93.83,82.4,96.71,61.98,0.0,0.0,0.0,93.95,79.67,93.98,79.25,93.95,83.31
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.1,5,-,-,78.0,78.75,0.19,99.42,99.61,99.23,0.0,0.0,0.0,99.48,99.43,99.48,99.42,99.48,99.96,96.62,59.38,0.0,0.0,0.0,93.76,79.1,93.55,77.03,93.76,81.35,96.8,60.7,0.0,0.0,0.0,94.08,80.45,93.8,77.29,94.08,82.42
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.3,3,-,-,77.99,79.34,0.08,99.31,99.54,99.08,0.0,0.0,0.0,99.39,99.31,99.39,99.31,99.39,99.96,96.61,59.37,0.0,0.0,0.0,93.74,79.24,93.59,77.09,93.74,81.21,96.85,61.82,0.0,0.0,0.0,94.18,80.89,94.0,78.16,94.18,82.84
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,2.0,0.3,5,-,-,78.49,79.33,0.67,99.52,99.68,99.36,0.0,0.0,0.0,99.57,99.53,99.57,99.51,99.57,99.98,96.65,60.33,0.0,0.0,0.0,93.83,79.23,93.69,77.83,93.83,80.46,96.8,61.85,0.0,0.0,0.0,94.1,80.21,93.94,78.52,94.1,81.86
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.1,3,-,-,78.42,78.52,0.05,99.23,99.61,98.84,0.0,0.0,0.0,99.42,99.23,99.42,99.22,99.42,99.94,96.51,60.33,0.0,0.0,0.0,93.59,78.67,93.76,78.75,93.59,81.39,96.55,60.49,0.0,0.0,0.0,93.66,78.89,93.79,78.71,93.66,82.4
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.1,5,-,-,78.05,78.32,0.35,99.28,99.64,98.92,0.0,0.0,0.0,99.46,99.28,99.46,99.29,99.46,99.95,96.69,59.4,0.0,0.0,0.0,93.88,79.71,93.58,76.6,93.88,81.14,96.79,59.84,0.0,0.0,0.0,94.06,80.59,93.7,76.45,94.06,82.42
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.3,3,-,-,78.27,78.44,0.8,99.15,99.58,98.72,0.0,0.0,0.0,99.36,99.18,99.36,99.12,99.36,99.93,96.56,59.98,0.0,0.0,0.0,93.67,79.01,93.71,78.13,93.67,81.63,96.59,60.29,0.0,0.0,0.0,93.72,79.29,93.8,78.34,93.72,82.16
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,3.0,0.3,5,-,-,78.76,78.55,0.53,99.32,99.66,98.98,0.0,0.0,0.0,99.49,99.36,99.49,99.29,99.49,99.96,96.7,60.82,0.0,0.0,0.0,93.92,79.89,93.82,78.0,93.92,81.7,96.72,60.37,0.0,0.0,0.0,93.95,80.05,93.78,77.48,93.95,82.54
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.1,3,-,-,78.43,78.98,0.77,98.81,99.6,98.01,0.0,0.0,0.0,99.34,98.87,99.34,98.74,99.34,99.85,96.51,60.34,0.0,0.0,0.0,93.59,78.17,93.67,78.73,93.59,81.64,96.57,61.4,0.0,0.0,0.0,93.7,78.4,93.84,79.63,93.7,82.63
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.1,5,-,-,78.65,79.66,0.8,98.91,99.64,98.19,0.0,0.0,0.0,99.4,99.0,99.4,98.83,99.4,99.85,96.82,60.48,0.0,0.0,0.0,94.11,80.86,93.82,76.98,94.11,82.19,96.97,62.35,0.0,0.0,0.0,94.39,81.9,94.12,77.96,94.39,83.47
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.3,3,-,-,78.18,79.45,0.32,98.54,99.51,97.56,0.0,0.0,0.0,99.19,98.59,99.19,98.48,99.19,99.81,96.57,59.79,0.0,0.0,0.0,93.69,78.83,93.62,77.75,93.69,81.45,96.78,62.13,0.0,0.0,0.0,94.06,80.19,94.02,79.0,94.06,82.43
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,5.0,0.3,5,-,-,78.19,78.42,0.49,99.02,99.68,98.37,0.0,0.0,0.0,99.46,99.11,99.46,98.94,99.46,99.87,96.86,59.52,0.0,0.0,0.0,94.18,82.29,93.87,75.76,94.17,81.93,96.88,59.96,0.0,0.0,0.0,94.22,82.54,93.95,76.03,94.22,83.47
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.1,3,-,-,78.86,78.31,0.19,98.85,99.73,97.97,0.0,0.0,0.0,99.52,98.95,99.52,98.75,99.52,99.77,96.92,60.79,0.0,0.0,0.0,94.29,81.78,93.88,76.53,94.29,82.05,96.81,59.81,0.0,0.0,0.0,94.09,80.75,93.71,76.32,94.09,82.6
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.1,5,-,-,78.72,78.95,0.97,98.52,99.65,97.38,0.0,0.0,0.0,99.39,98.69,99.38,98.35,99.39,99.74,96.71,60.74,0.0,0.0,0.0,93.93,79.89,93.82,78.0,93.93,82.04,96.78,61.12,0.0,0.0,0.0,94.05,80.33,93.9,78.01,94.05,82.77
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.3,3,-,-,78.88,78.76,0.84,98.87,99.74,98.01,0.0,0.0,0.0,99.53,98.91,99.53,98.84,99.53,99.82,96.67,61.1,0.0,0.0,0.0,93.86,79.29,93.81,78.61,93.86,81.99,96.63,60.89,0.0,0.0,0.0,93.79,78.97,93.79,78.68,93.79,82.51
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_abusive_lexicon,-,-,7.5,0.3,5,-,-,79.58,79.11,0.44,98.3,99.6,97.0,0.0,0.0,0.0,99.3,98.44,99.3,98.17,99.3,99.67,96.93,62.23,0.0,0.0,0.0,94.32,81.58,94.08,78.07,94.32,82.68,96.82,61.4,0.0,0.0,0.0,94.12,80.61,93.93,77.96,94.12,83.43
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,2.0,-,-,-,-,78.95,78.63,0.25,99.51,99.67,99.35,0.0,0.0,0.0,99.56,99.52,99.56,99.5,99.56,99.97,96.76,61.15,0.0,0.0,0.0,94.02,80.02,93.83,78.0,94.02,81.65,96.71,60.56,0.0,0.0,0.0,93.92,79.63,93.75,77.75,93.92,81.89
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,3.0,-,-,-,-,79.65,78.85,0.54,98.96,99.48,98.44,0.0,0.0,0.0,99.22,99.05,99.22,98.87,99.22,99.88,96.95,62.35,0.0,0.0,0.0,94.35,81.87,94.13,78.09,94.35,82.37,96.79,60.91,0.0,0.0,0.0,94.07,80.59,93.88,77.64,94.07,81.92
civil-comments-40k,2,bin,40000,11.53,"{'0_non-toxic': 0.92, '1_toxic': 0.08}",augmentation_external_data_preprocessing,-,-,5.0,-,-,-,-,79.03,79.04,1.06,98.21,99.41,97.02,0.0,0.0,0.0,99.01,98.24,99.01,98.19,99.01,99.7,96.89,61.17,0.0,0.0,0.0,94.25,81.78,93.98,77.15,94.25,81.61,96.87,61.21,0.0,0.0,0.0,94.22,81.42,93.99,77.48,94.22,81.7
