data_name,num_classes,distribution,rho,size,variant,sampling_modifiedRS_rho,sampling_weightedRS_percentage,wce_alpha,fl_gamma,val_f1_macro,test_f1_macro,test_f1_macro_std,train_accuracy,train_auprc,train_precision_macro,train_precision_weighted,train_recall_macro,train_recall_weighted,train_f1_macro,train_f1_weighted,train_f1_per_label_0,train_f1_per_label_1,train_f1_per_label_2,train_f1_per_label_3,train_f1_per_label_4,val_accuracy,val_auprc,val_precision_macro,val_precision_weighted,val_recall_macro,val_recall_weighted,val_f1_weighted,val_f1_per_label_0,val_f1_per_label_1,val_f1_per_label_2,val_f1_per_label_3,val_f1_per_label_4,test_accuracy,test_auprc,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_f1_weighted,test_f1_per_label_0,test_f1_per_label_1,test_f1_per_label_2,test_f1_per_label_3,test_f1_per_label_4
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.75,2.0,78.89,70.19,1.89,95.86,85.07,80.52,97.14,94.99,95.86,86.04,96.25,97.75,74.33,0.0,0.0,0.0,94.14,75.89,75.67,95.2,83.86,94.14,94.54,96.83,60.96,0.0,0.0,0.0,91.84,67.93,68.03,93.02,73.39,91.84,92.35,95.59,44.8,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.75,5.0,78.89,70.53,3.23,95.8,83.82,80.4,97.07,94.54,95.8,85.81,96.2,97.72,73.9,0.0,0.0,0.0,94.02,74.42,75.59,95.24,84.22,94.02,94.48,96.76,61.03,0.0,0.0,0.0,92.01,66.01,68.6,93.16,73.91,92.01,92.47,95.68,45.37,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.9,0.1,78.32,70.56,0.76,95.42,82.92,79.13,97.26,96.99,95.42,85.43,95.95,97.49,73.36,0.0,0.0,0.0,93.33,75.4,74.2,95.38,86.37,93.33,94.05,96.35,60.29,0.0,0.0,0.0,91.09,67.67,67.72,93.38,76.35,91.09,92.0,95.14,45.98,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.9,0.2,80.84,71.83,0.8,96.16,83.47,81.26,97.59,97.81,96.16,87.38,96.56,97.91,76.86,0.0,0.0,0.0,94.48,75.39,77.03,95.75,86.98,94.48,94.94,97.01,64.68,0.0,0.0,0.0,91.84,67.71,69.11,93.58,76.75,91.84,92.54,95.57,48.09,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.9,0.5,78.96,71.39,1.82,95.36,83.25,79.26,97.24,96.68,95.36,85.38,95.91,97.46,73.3,0.0,0.0,0.0,93.85,75.13,74.9,95.3,85.38,93.85,94.4,96.66,61.26,0.0,0.0,0.0,91.44,66.75,68.18,93.49,76.96,91.44,92.28,95.34,47.45,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.9,1.0,78.55,70.49,2.51,95.28,84.13,78.91,97.12,96.08,95.28,84.99,95.83,97.42,72.56,0.0,0.0,0.0,93.85,74.48,74.68,95.17,84.54,93.85,94.35,96.67,60.44,0.0,0.0,0.0,91.44,66.29,67.65,93.22,75.28,91.44,92.18,95.35,45.63,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.9,2.0,78.5,70.23,1.27,95.7,84.99,79.96,97.37,97.15,95.7,86.15,96.18,97.65,74.65,0.0,0.0,0.0,93.74,73.75,74.89,95.2,84.48,93.74,94.29,96.6,60.4,0.0,0.0,0.0,91.09,64.11,67.34,93.22,75.51,91.09,91.97,95.15,45.32,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.9,5.0,79.82,70.2,2.68,95.8,84.6,80.28,97.26,96.08,95.8,86.14,96.23,97.71,74.58,0.0,0.0,0.0,94.25,75.65,76.14,95.53,86.02,94.25,94.71,96.88,62.76,0.0,0.0,0.0,91.32,66.76,67.35,93.18,75.22,91.32,92.08,95.29,45.11,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.936,0.1,77.44,70.94,2.11,95.09,82.1,78.39,97.18,96.96,95.09,84.74,95.7,97.31,72.17,0.0,0.0,0.0,92.87,74.57,72.84,95.25,86.54,92.87,93.71,96.1,58.78,0.0,0.0,0.0,90.75,66.8,67.39,93.59,78.27,90.75,91.87,94.93,46.96,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.936,0.2,78.63,71.84,2.47,95.72,84.72,80.0,97.45,97.72,95.72,86.32,96.21,97.66,74.97,0.0,0.0,0.0,93.51,77.7,74.13,95.42,86.88,93.51,94.18,96.46,60.8,0.0,0.0,0.0,91.32,68.99,68.3,93.72,78.57,91.32,92.27,95.26,48.43,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.936,0.5,79.42,72.64,1.44,95.76,85.46,80.09,97.42,97.46,95.76,86.34,96.24,97.68,74.99,0.0,0.0,0.0,93.91,75.89,75.0,95.48,86.67,93.91,94.48,96.69,62.16,0.0,0.0,0.0,91.55,68.0,68.94,93.91,79.54,91.55,92.48,95.39,49.89,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.936,1.0,78.23,70.48,2.61,95.51,85.12,79.44,97.3,97.04,95.51,85.69,96.03,97.55,73.83,0.0,0.0,0.0,93.22,74.76,73.55,95.4,87.14,93.22,93.99,96.29,60.17,0.0,0.0,0.0,90.8,67.9,67.09,93.39,77.04,90.8,91.85,94.97,46.0,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.936,2.0,77.75,68.3,0.72,95.07,83.75,78.39,97.2,97.09,95.07,84.75,95.69,97.29,72.21,0.0,0.0,0.0,93.1,73.25,73.44,95.22,85.82,93.1,93.87,96.23,59.28,0.0,0.0,0.0,89.94,66.74,65.23,92.92,74.9,89.94,91.15,94.49,42.11,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.936,5.0,79.22,70.33,2.99,95.15,85.28,78.45,97.1,96.29,95.15,84.68,95.73,97.34,72.01,0.0,0.0,0.0,94.31,73.94,76.11,95.2,83.53,94.31,94.67,96.93,61.51,0.0,0.0,0.0,91.32,65.36,67.49,93.2,75.22,91.32,92.1,95.28,45.38,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.95,0.1,78.84,71.54,1.16,94.65,82.78,77.23,97.02,96.58,94.65,83.67,95.35,97.06,70.27,0.0,0.0,0.0,93.16,75.84,73.88,95.72,89.21,93.16,94.02,96.24,61.44,0.0,0.0,0.0,90.8,67.13,67.95,93.83,79.56,90.8,91.96,94.95,48.13,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.95,0.2,78.48,72.97,2.36,94.36,82.22,76.63,96.9,96.15,94.36,83.0,95.12,96.9,69.1,0.0,0.0,0.0,92.53,81.52,72.86,95.97,91.81,92.53,93.65,95.86,61.1,0.0,0.0,0.0,90.75,71.34,68.64,94.4,83.31,90.75,92.09,94.89,51.06,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.95,0.5,78.42,72.2,1.58,94.11,83.29,76.25,96.85,96.02,94.11,82.56,94.94,96.75,68.37,0.0,0.0,0.0,93.16,79.38,73.7,95.53,87.95,93.16,93.97,96.25,60.59,0.0,0.0,0.0,91.21,71.25,68.43,93.96,80.19,91.21,92.25,95.18,49.22,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.95,1.0,77.93,69.56,0.66,93.82,83.6,75.56,96.82,96.28,93.82,82.0,94.72,96.59,67.4,0.0,0.0,0.0,93.1,75.83,73.27,95.3,86.66,93.1,93.89,96.23,59.63,0.0,0.0,0.0,90.23,65.2,66.19,93.26,76.73,90.23,91.44,94.64,44.49,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.95,2.0,77.43,69.69,1.49,95.53,83.88,79.56,97.33,97.19,95.53,85.8,96.05,97.55,74.04,0.0,0.0,0.0,93.1,76.6,72.94,95.1,85.4,93.1,93.84,96.24,58.61,0.0,0.0,0.0,90.11,65.93,66.05,93.35,77.51,90.11,91.4,94.57,44.81,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.95,5.0,78.53,69.67,2.69,95.03,83.6,78.48,97.19,96.93,95.03,84.74,95.67,97.27,72.2,0.0,0.0,0.0,93.56,74.08,74.08,95.3,86.07,93.56,94.2,96.5,60.57,0.0,0.0,0.0,90.34,65.83,66.19,93.26,76.79,90.34,91.51,94.71,44.62,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.99,0.1,77.11,70.4,1.45,76.37,75.86,63.77,95.33,87.1,76.37,62.99,81.82,84.57,41.41,0.0,0.0,0.0,91.49,74.59,71.3,95.99,92.94,91.49,92.94,95.25,58.97,0.0,0.0,0.0,88.62,67.41,66.07,94.32,84.27,88.62,90.66,93.62,47.18,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.99,0.2,77.13,70.37,1.63,86.33,78.91,68.44,95.92,92.42,86.33,72.06,89.41,91.95,52.16,0.0,0.0,0.0,92.07,80.23,71.77,95.6,89.89,92.07,93.25,95.61,58.65,0.0,0.0,0.0,89.77,68.86,66.45,93.78,80.26,89.77,91.28,94.34,46.4,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.99,0.5,74.97,69.04,2.97,91.71,78.62,72.03,96.37,95.15,91.71,78.11,93.16,95.36,60.86,0.0,0.0,0.0,90.4,76.69,69.62,95.6,91.1,90.4,92.11,94.62,55.33,0.0,0.0,0.0,87.76,70.46,65.07,94.06,82.97,87.76,90.03,93.1,44.97,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.99,1.0,77.41,69.46,1.46,87.17,79.53,67.81,95.85,92.87,87.17,72.14,89.96,92.57,51.7,0.0,0.0,0.0,92.76,75.28,72.4,95.3,87.32,92.76,93.65,96.03,58.79,0.0,0.0,0.0,90.4,67.67,66.19,93.16,75.99,90.4,91.52,94.75,44.17,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.99,2.0,76.82,68.4,2.2,89.36,80.94,69.79,96.12,94.17,89.36,75.02,91.5,93.91,56.13,0.0,0.0,0.0,92.24,75.3,72.18,95.33,87.46,92.24,93.3,95.71,57.92,0.0,0.0,0.0,89.14,66.77,65.3,93.24,76.99,89.14,90.71,93.97,42.84,0.0,0.0,0.0
bretschneider-th-main,2,"{'0_neutral': 0.936, '1_harassment': 0.064}",14.66,2898,wfl,-,-,0.99,5.0,72.67,66.85,4.87,87.63,84.38,70.0,96.12,93.11,87.63,74.16,90.31,92.68,55.64,0.0,0.0,0.0,89.14,73.76,68.13,95.12,88.32,89.14,91.15,93.86,51.49,0.0,0.0,0.0,86.15,65.24,63.81,93.65,80.43,86.15,88.87,92.09,41.62,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,baseline,-,-,-,-,77.26,69.82,6.21,95.98,89.98,86.1,96.22,88.05,95.98,86.47,95.99,97.81,75.13,0.0,0.0,0.0,93.07,73.25,76.34,93.52,78.92,93.07,93.23,96.22,58.3,0.0,0.0,0.0,89.88,67.51,67.42,91.64,74.41,89.88,90.55,94.41,45.23,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,fl,-,-,-,0.1,78.35,71.08,2.72,96.42,92.17,87.47,96.54,88.97,96.42,88.03,96.44,98.05,78.01,0.0,0.0,0.0,93.31,72.02,76.8,93.8,80.44,93.31,93.51,96.34,60.35,0.0,0.0,0.0,89.88,67.84,68.24,91.95,75.8,89.88,90.73,94.4,47.77,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,fl,-,-,-,0.2,77.38,66.36,4.58,96.02,90.93,87.13,96.19,86.71,96.02,85.94,95.93,97.84,74.05,0.0,0.0,0.0,92.95,73.06,75.75,93.52,79.55,92.95,93.19,96.15,58.62,0.0,0.0,0.0,88.45,67.62,64.27,90.56,70.17,88.45,89.33,93.61,39.11,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,fl,-,-,-,0.5,78.28,73.8,1.33,96.38,90.2,86.99,96.6,89.85,96.38,88.17,96.45,98.02,78.33,0.0,0.0,0.0,92.83,72.74,75.39,93.88,82.25,92.83,93.25,96.06,60.5,0.0,0.0,0.0,90.0,68.45,69.82,93.18,82.1,90.0,91.16,94.4,53.21,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,fl,-,-,-,1.0,78.29,70.77,2.59,96.65,93.28,90.05,96.6,86.83,96.65,88.23,96.59,98.19,78.26,0.0,0.0,0.0,92.47,73.96,74.79,94.11,84.14,92.47,93.07,95.83,60.75,0.0,0.0,0.0,88.33,66.58,67.08,92.49,79.81,88.33,89.86,93.42,48.11,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,fl,-,-,-,2.0,76.8,68.76,6.03,95.66,90.5,85.0,95.71,85.83,95.66,85.3,95.66,97.64,72.96,0.0,0.0,0.0,92.95,72.61,75.74,93.31,78.16,92.95,93.1,96.16,57.44,0.0,0.0,0.0,89.52,66.65,66.49,91.27,72.83,89.52,90.22,94.22,43.31,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,fl,-,-,-,5.0,75.78,71.35,4.75,95.82,91.13,84.76,96.09,88.64,95.82,86.55,95.93,97.71,75.39,0.0,0.0,0.0,92.71,70.34,75.05,92.99,76.65,92.71,92.84,96.03,55.53,0.0,0.0,0.0,90.0,67.51,68.65,92.15,76.56,90.0,90.82,94.46,48.24,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_modifiedRS_oversampling,1.0,-,-,-,79.44,74.03,3.0,97.88,98.4,97.96,97.96,97.88,97.88,97.88,97.88,97.83,97.92,0.0,0.0,0.0,93.79,72.83,78.33,94.05,80.7,93.79,93.91,96.61,62.27,0.0,0.0,0.0,90.95,67.68,70.85,92.81,79.15,90.95,91.7,94.99,53.07,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_modifiedRS_oversampling,1.2,-,-,-,80.14,76.23,1.45,97.73,98.97,97.63,97.84,97.92,97.73,97.72,97.74,97.88,97.57,0.0,0.0,0.0,93.67,71.65,77.96,94.42,83.4,93.67,93.94,96.53,63.74,0.0,0.0,0.0,90.95,68.06,71.9,93.98,85.39,90.95,91.99,94.93,57.53,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_modifiedRS_oversampling,1.5,-,-,-,78.76,74.36,1.87,97.38,97.69,96.95,97.51,97.76,97.38,97.29,97.39,97.77,96.82,0.0,0.0,0.0,92.71,71.34,75.48,94.22,84.27,92.71,93.25,95.97,61.54,0.0,0.0,0.0,89.88,70.41,70.13,93.57,84.11,89.88,91.17,94.3,54.42,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_modifiedRS_oversampling,2.0,-,-,-,77.89,72.84,1.16,96.8,97.9,95.8,96.96,97.25,96.8,96.45,96.82,97.56,95.35,0.0,0.0,0.0,92.95,72.78,75.87,93.75,80.93,92.95,93.26,96.13,59.65,0.0,0.0,0.0,90.48,67.0,69.99,92.57,78.2,90.48,91.28,94.72,50.96,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_modifiedRS_oversampling,3.0,-,-,-,79.75,74.98,2.86,96.53,97.5,94.27,96.77,96.99,96.53,95.51,96.58,97.65,93.38,0.0,0.0,0.0,93.55,73.06,77.45,94.22,82.64,93.55,93.83,96.47,63.04,0.0,0.0,0.0,91.07,66.03,71.36,93.22,81.3,91.07,91.89,95.04,54.92,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_modifiedRS_oversampling,5.0,-,-,-,78.91,69.05,1.28,96.18,92.9,91.09,96.67,96.67,96.18,93.56,96.3,97.66,89.46,0.0,0.0,0.0,93.67,75.14,78.09,93.91,79.94,93.67,93.77,96.55,61.28,0.0,0.0,0.0,89.88,68.84,67.23,91.17,71.64,89.88,90.45,94.44,43.67,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_modifiedRS_oversampling,7.5,-,-,-,78.77,69.26,5.5,96.18,93.21,88.92,96.64,94.75,96.18,91.49,96.32,97.81,85.18,0.0,0.0,0.0,93.43,71.72,77.56,93.92,80.5,93.43,93.63,96.41,61.12,0.0,0.0,0.0,89.88,67.18,67.24,91.4,73.03,89.88,90.47,94.43,44.09,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_combi,-,-0.5,-,-,78.49,73.8,2.27,96.1,97.2,96.2,96.2,96.1,96.1,96.1,96.1,96.09,96.11,0.0,0.0,0.0,92.95,76.34,75.79,93.95,82.32,92.95,93.34,96.13,60.85,0.0,0.0,0.0,90.36,67.6,70.12,93.02,80.91,90.36,91.35,94.62,52.97,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_combi,-,-0.25,-,-,78.68,72.2,3.47,97.29,98.04,97.33,97.35,97.32,97.29,97.29,97.29,97.3,97.28,0.0,0.0,0.0,93.43,71.25,77.22,93.87,80.5,93.43,93.61,96.41,60.94,0.0,0.0,0.0,90.36,69.35,69.34,92.24,76.75,90.36,91.14,94.67,49.73,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_combi,-,0.0,-,-,79.65,73.99,2.8,97.89,99.13,98.02,97.96,97.83,97.89,97.88,97.89,97.78,97.99,0.0,0.0,0.0,93.67,71.61,77.92,94.2,82.02,93.67,93.88,96.54,62.77,0.0,0.0,0.0,90.36,67.71,70.24,93.15,81.6,90.36,91.37,94.62,53.36,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_combi,-,0.25,-,-,77.28,75.69,1.8,97.64,98.19,97.7,97.73,97.67,97.64,97.64,97.64,97.62,97.66,0.0,0.0,0.0,92.47,72.73,74.47,93.62,81.37,92.47,92.93,95.86,58.7,0.0,0.0,0.0,90.71,68.46,71.3,93.75,84.57,90.71,91.8,94.8,56.57,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_combi,-,0.5,-,-,78.97,75.13,0.94,98.06,99.03,98.15,98.13,98.03,98.06,98.06,98.06,97.99,98.12,0.0,0.0,0.0,93.19,74.37,76.55,94.07,82.45,93.19,93.53,96.26,61.68,0.0,0.0,0.0,90.48,67.19,70.93,93.58,83.74,90.48,91.59,94.66,55.59,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_combi,-,0.75,-,-,79.93,74.65,0.69,97.88,99.15,97.98,97.97,97.87,97.88,97.88,97.88,97.83,97.94,0.0,0.0,0.0,93.43,71.98,77.24,94.4,83.96,93.43,93.79,96.39,63.47,0.0,0.0,0.0,90.36,67.58,70.79,93.46,82.99,90.36,91.46,94.59,54.71,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_oversampling,-,1.0,-,-,78.73,73.32,2.19,97.91,98.62,98.01,97.98,97.87,97.91,97.91,97.91,97.82,97.99,0.0,0.0,0.0,93.31,73.62,76.82,93.9,81.13,93.31,93.56,96.34,61.12,0.0,0.0,0.0,90.6,68.1,70.12,92.7,78.96,90.6,91.41,94.79,51.86,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,sampling_weightedRS_oversampling,-,2.0,-,-,79.46,73.95,1.27,97.86,99.2,97.97,97.95,97.83,97.86,97.86,97.86,97.78,97.93,0.0,0.0,0.0,93.79,72.7,78.36,94.06,80.7,93.79,93.91,96.61,62.31,0.0,0.0,0.0,90.71,66.69,70.56,92.87,79.72,90.71,91.56,94.85,53.04,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,th,-,-,-,-,79.29,74.11,2.56,96.02,87.8,84.65,96.58,91.93,96.02,87.82,96.21,97.81,77.82,0.0,0.0,0.0,92.83,74.23,75.67,94.35,85.03,92.83,93.39,96.03,62.54,0.0,0.0,0.0,89.52,67.68,69.7,93.59,84.61,89.52,90.94,94.08,54.13,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wce,-,-,0.1,-,47.95,47.96,0.0,92.0,61.19,46.0,84.63,50.0,92.0,47.92,88.16,95.83,0.0,0.0,0.0,0.0,92.11,51.34,46.06,84.85,50.0,92.11,88.33,95.9,0.0,0.0,0.0,0.0,92.14,50.66,46.07,84.9,50.0,92.14,88.37,95.91,0.0,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wce,-,-,0.25,-,56.61,53.84,10.19,92.99,73.55,60.28,87.93,57.81,92.99,58.23,90.23,96.33,20.13,0.0,0.0,0.0,92.11,62.44,55.05,87.38,58.31,92.11,89.65,95.83,17.39,0.0,0.0,0.0,90.83,57.42,51.95,86.68,56.22,90.83,88.62,95.1,12.58,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wce,-,-,0.75,-,78.88,74.72,1.02,95.98,90.72,83.36,97.26,97.36,95.98,88.77,96.33,97.77,79.77,0.0,0.0,0.0,92.83,73.35,75.8,94.16,83.64,92.83,93.34,96.04,61.72,0.0,0.0,0.0,89.76,66.34,70.22,93.79,85.44,89.76,91.15,94.22,55.22,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wce,-,-,0.9,-,79.55,74.49,3.18,96.02,88.42,83.65,97.16,96.47,96.02,88.71,96.34,97.79,79.62,0.0,0.0,0.0,92.95,74.14,76.18,94.44,85.09,92.95,93.49,96.1,63.0,0.0,0.0,0.0,89.76,68.09,70.12,93.8,85.44,89.76,91.12,94.22,54.77,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wce,-,-,0.92,-,79.69,76.37,1.71,95.7,89.17,82.58,97.14,97.21,95.7,88.13,96.09,97.61,78.66,0.0,0.0,0.0,93.43,74.69,77.04,94.26,83.27,93.43,93.76,96.39,63.0,0.0,0.0,0.0,90.71,68.33,71.65,94.15,86.65,90.71,91.89,94.78,57.95,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wce,-,-,0.95,-,80.37,74.87,2.14,95.42,86.54,81.9,97.03,97.06,95.42,87.54,95.86,97.45,77.62,0.0,0.0,0.0,93.07,75.51,76.14,94.76,87.23,93.07,93.67,96.16,64.58,0.0,0.0,0.0,89.88,67.67,70.28,93.8,85.5,89.88,91.24,94.29,55.46,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wce,-,-,0.99,-,76.91,75.5,0.86,90.28,83.81,74.83,95.89,94.26,90.28,79.64,91.96,94.3,64.98,0.0,0.0,0.0,91.88,73.36,73.96,93.75,82.43,91.88,92.56,95.49,58.34,0.0,0.0,0.0,90.12,68.12,71.06,94.06,86.32,90.12,91.44,94.41,56.59,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wfl,-,-,0.1,0.1,47.95,47.96,0.0,92.0,62.29,46.0,84.63,50.0,92.0,47.92,88.16,95.83,0.0,0.0,0.0,0.0,92.11,51.62,46.06,84.85,50.0,92.11,88.33,95.9,0.0,0.0,0.0,0.0,92.14,50.63,46.07,84.9,50.0,92.14,88.37,95.91,0.0,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wfl,-,-,0.1,0.2,47.95,47.96,0.0,92.0,61.66,46.0,84.63,50.0,92.0,47.92,88.16,95.83,0.0,0.0,0.0,0.0,92.11,52.03,46.06,84.85,50.0,92.11,88.33,95.9,0.0,0.0,0.0,0.0,92.14,50.82,46.07,84.9,50.0,92.14,88.37,95.91,0.0,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wfl,-,-,0.1,0.5,53.34,50.94,5.17,92.91,74.9,63.1,88.1,55.72,92.91,56.67,89.95,96.29,17.04,0.0,0.0,0.0,92.23,61.23,55.58,86.8,53.53,92.23,89.22,95.94,10.75,0.0,0.0,0.0,91.67,56.98,51.21,85.94,51.82,91.67,88.61,95.63,6.25,0.0,0.0,0.0
bretschneider-th-school,2,"{'0_neutral': 0.92, '1_harassment': 0.08}",11.58,1396,wfl,-,-,0.1,1.0,47.95,47.96,0.0,92.07,68.57,73.83,89.18,50.72,92.07,49.38,88.43,95.87,2.89,0.0,0.0,0.0,92.11,54.1,46.06,84.85,50.0,92.11,88.33,95.9,0.0,0.0,0.0,0.0,92.14,53.39,46.07,84.9,50.0,92.14,88.37,95.91,0.0,0.0,0.0,0.0
