data_name,num_classes,data_type,label_col,variant,sampling_modifiedRS_mode,sampling_modifiedRS_rho,sampling_weightedRS_percentage,loss,wce_alpha,fl_gamma,pl_seed,val_f1_macro,test_f1_macro,test_f1_per_label_0,test_f1_per_label_1,test_f1_per_label_2,test_f1_per_label_3,test_accuracy,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_auprc,mlflow_run_id
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,5.0,ignored,Loss.CE_Loss,ignored,ignored,0,0.7864968776702881,0.7048846483230591,0.9552238583564758,0.4545454680919647,0,0,0.9172413945198059,0.6800103783607483,0.9311378002166748,0.7417251467704773,0.9172413945198059,0.6329743266105652,b56c8bbc597641deabac81b610813f97
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,10.0,ignored,Loss.CE_Loss,ignored,ignored,42,0.7786635160446167,0.6943758130073547,0.9583718776702881,0.4303797483444214,0,0,0.9224137663841248,0.6837936043739319,0.9272247552871704,0.7067094445228577,0.9224137663841248,0.6327657699584961,e6d26326a8204d45b153e520591d713b
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,1.0,ignored,Loss.CE_Loss,ignored,ignored,42,0.8120369911193848,0.7244219183921814,0.9610389471054077,0.4878048896789551,0,0,0.9275861978530884,0.7063343524932861,0.9348107576370239,0.747249960899353,0.9275861978530884,0.6732242107391357,62e5912cd2a6452c838186c403122deb
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,10.0,ignored,Loss.CE_Loss,ignored,ignored,21,0.7946538925170898,0.7237018346786499,0.9590316414833069,0.4883720874786377,0,0,0.9241379499435425,0.699219822883606,0.9353371858596802,0.7580010890960693,0.9241379499435425,0.6730703711509705,347be9534ed64cff8845ed0abeacd0c6
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,3.0,ignored,Loss.CE_Loss,ignored,ignored,42,0.8151707649230957,0.713124692440033,0.9520225524902344,0.47422680258750916,0,0,0.9120689630508423,0.678205132484436,0.9354553818702698,0.7767407894134521,0.9120689630508423,0.6912187933921814,0cb6b2b8e28a4de68ba8f8a3eb7c4d1f
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,10.0,ignored,Loss.CE_Loss,ignored,ignored,0,0.7637902498245239,0.6943758130073547,0.9583718776702881,0.4303797483444214,0,0,0.9224137663841248,0.6837936043739319,0.9272247552871704,0.7067094445228577,0.9224137663841248,0.6552734375,3ebbd89fa6c44a38b62efbedfe71d6eb
bretschneider-th-main,2,bin,label,baseline,ignored,ignored,ignored,Loss.CE_Loss,ignored,ignored,42,0.7894588708877563,0.6748246550559998,0.9545875787734985,0.395061731338501,0,0,0.915517270565033,0.6622286438941956,0.9227246642112732,0.6904335618019104,0.915517270565033,0.6431020498275757,7fd4c2492c4b4969a9c6f309fb12cd1c
bretschneider-th-main,2,bin,label,baseline,ignored,ignored,ignored,Loss.CE_Loss,ignored,ignored,21,0.8075737953186035,0.7079591155052185,0.9602220058441162,0.4556961953639984,0,0,0.9258620738983154,0.6966277360916138,0.9304836988449097,0.7211438417434692,0.9258620738983154,0.6437430381774902,65f0aa75b52c45fc8bc110024ef4ffc6
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,1.2,ignored,Loss.CE_Loss,ignored,ignored,42,0.8208217620849609,0.7210010290145874,0.9600743055343628,0.4819277226924896,0,0,0.9258620738983154,0.7014737129211426,0.9341387152671814,0.7463291883468628,0.9258620738983154,0.7013944387435913,db90f0f6ea544d9f906be4592606a28b
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,3.0,ignored,Loss.CE_Loss,ignored,ignored,21,0.7990559339523315,0.7143638730049133,0.9581395387649536,0.47058823704719543,0,0,0.9224137663841248,0.6923558712005615,0.9328709840774536,0.7444875836372375,0.9224138259887695,0.6451326608657837,0367872b463e4c28afb93fea61b5a06b
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,7.5,ignored,Loss.CE_Loss,ignored,ignored,42,0.7825411558151245,0.6959261298179626,0.9522918462753296,0.4395604431629181,0,0,0.9120689630508423,0.6690254807472229,0.9295763373374939,0.738962709903717,0.9120689630508423,0.6765587329864502,f5e40c850cbf46d4ae14818b793282a8
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,1.5,ignored,Loss.CE_Loss,ignored,ignored,21,0.811837911605835,0.748819887638092,0.9627560377120972,0.5348837375640869,0,0,0.931034505367279,0.7215112447738647,0.9414671659469604,0.7868697643280029,0.9310344457626343,0.6611932516098022,bda29d2c17eb40bdb626c23850ec0204
bretschneider-th-main,2,bin,label,sampling_modifiedRS_oversampling,oversampling,1.5,ignored,Loss.CE_Loss,ignored,ignored,0,0.8116149306297302,0.739753782749176,0.9618604779243469,0.5176470875740051,0,0,0.9293103218078613,0.7150689363479614,0.9390485286712646,0.7733561992645264,0.9293103218078613,0.650619626045227,d6653b9f776640bfabbaa4a070447813
