data_name,num_classes,data_type,size,rho,distribution,variant,sampling_modifiedRS_rho,sampling_weightedRS_percentage,augmentation_rho,augmentation_percentage,augmentation_top_k,wce_alpha,fl_gamma,augmentation_bert_top_k,pl_seed,train_f1_macro,train_f1_per_label_0,train_f1_per_label_1,train_f1_per_label_2,train_f1_per_label_3,train_f1_per_label_4,train_accuracy,train_precision_macro,train_precision_weighted,train_recall_macro,train_recall_weighted,train_auprc,val_f1_macro,val_f1_per_label_0,val_f1_per_label_1,val_f1_per_label_2,val_f1_per_label_3,val_f1_per_label_4,val_accuracy,val_precision_macro,val_precision_weighted,val_recall_macro,val_recall_weighted,val_auprc,test_f1_macro,test_f1_per_label_0,test_f1_per_label_1,test_f1_per_label_2,test_f1_per_label_3,test_f1_per_label_4,test_accuracy,test_precision_macro,test_precision_weighted,test_recall_macro,test_recall_weighted,test_auprc,best_epoch,mlflow_run_id,test_f1_macro_std
founta-2018-thas,4,multi,-,-,-,sampling_modifiedRS_undersampling,7.5,-,-,-,-,-,-,,42,0.8904982209205627,0.9105079770088196,0.8850063681602478,0.9350649118423462,0.8314136266708374,0,0.9015017151832581,0.8917629718780518,0.9033331871032715,0.8906729221343994,0.9015017747879028,0.9352911114692688,0.6267503499984741,0.8588325381278992,0.5705289840698242,0.7827089428901672,0.2949308753013611,0,0.7826929092407227,0.6091508269309998,0.7909062504768372,0.6486712098121643,0.7826929688453674,0.6538987159729004,0.6411905288696289,0.8615502715110779,0.564069926738739,0.7937966585159302,0.3453453481197357,0,0.7863523960113525,0.6223122477531433,0.7942550182342529,0.6644541025161743,0.7863523960113525,0.6608545780181885,1,cc4cfd7b840c4c39a0416cd5ff27fedf,0.6411905288696289
founta-2018-thas,4,multi,-,-,-,wfl,-,-,-,-,-,"(0.1, 0.2, 0.4, 1.0)",0.1,,42,0.8742309212684631,0.9466402530670166,0.8305988311767578,0.9153461456298828,0.8043383955955505,0,0.9177610278129578,0.838127851486206,0.9261601567268372,0.9217851161956787,0.9177610278129578,0.9275804758071899,0.6394368410110474,0.863204300403595,0.5738109946250916,0.7549148201942444,0.3658170998096466,0,0.7860295176506042,0.6378581523895264,0.7940992712974548,0.6428229212760925,0.7860295176506042,0.6658092141151428,0.651152491569519,0.8659605383872986,0.5724930167198181,0.7781392335891724,0.38801711797714233,0,0.7897965908050537,0.6452412009239197,0.7992598414421082,0.6592966914176941,0.7897965908050537,0.6787718534469604,1,824f3a2fec284b6eabf1639db39d1b9e,0.651152491569519
founta-2018-thas,4,multi,-,-,-,sampling_weightedRS_combi,-,1.5,-,-,-,-,-,,42,0.9735147953033447,0.9597746133804321,0.9662202596664429,0.9836923480033875,0.9843719005584717,0,0.9735629558563232,0.973623514175415,0.9736502170562744,0.9735651612281799,0.9735629558563232,0.9950487613677979,0.6233878135681152,0.8381525874137878,0.5610884428024292,0.7729988098144531,0.32131147384643555,0,0.7605209350585938,0.6100445985794067,0.7885908484458923,0.649428129196167,0.760520875453949,0.6191718578338623,0.6263009309768677,0.8403321504592896,0.5590096116065979,0.7773134112358093,0.3285486400127411,0,0.7623506784439087,0.6110985279083252,0.7894003391265869,0.6526919603347778,0.7623506784439087,0.6166000962257385,0,9e3041f57f394a919787cfe47678afcf,0.6263009309768677
founta-2018-thas,4,multi,-,-,-,sampling_modifiedRS_undersampling,5.0,-,-,-,-,-,-,,21,0.8844598531723022,0.8836079239845276,0.9028704762458801,0.9320961833000183,0.8192646503448486,0,0.8948479294776917,0.887323260307312,0.8960779309272766,0.8831011652946472,0.8948479294776917,0.9299500584602356,0.6209325790405273,0.8225250244140625,0.5820213556289673,0.7453625798225403,0.3338213860988617,0,0.7462059855461121,0.5922565460205078,0.7963281869888306,0.6752692461013794,0.7462060451507568,0.6552542448043823,0.6318873167037964,0.8230554461479187,0.5797616243362427,0.7414469718933105,0.3832853138446808,0,0.7471746802330017,0.601880669593811,0.7986322641372681,0.6881941556930542,0.7471746802330017,0.6660143136978149,1,b7d13356c72a4020a1836bd7d648eefe,0.6318873167037964
founta-2018-thas,4,multi,-,-,-,sampling_modifiedRS_undersampling,1.0,-,-,-,-,-,-,,0,0.8993117809295654,0.8252788186073303,0.8680351972579956,0.9516957998275757,0.9522373080253601,0,0.8997965455055237,0.9004088044166565,0.9004088640213013,0.8997965455055237,0.8997965455055237,0.9472915530204773,0.594023585319519,0.8041322827339172,0.561542272567749,0.7312321066856384,0.2791878283023834,0,0.7222042679786682,0.5642405152320862,0.7864617705345154,0.6557143330574036,0.7222042679786682,0.6106815338134766,0.6055335402488708,0.8056919574737549,0.554861307144165,0.7342212200164795,0.3273596167564392,0,0.7234958410263062,0.5734820365905762,0.7879996299743652,0.6710545420646667,0.7234959006309509,0.609000563621521,8,697d6502a1274a6abcd1e617e36ece24,0.6055335402488708
founta-2018-thas,4,multi,-,-,-,wce,-,-,-,-,-,"(0.1, 0.2, 0.4, 1.0)",-,,21,0.8272144794464111,0.9242542386054993,0.7667330503463745,0.8842236399650574,0.7336468696594238,0,0.8844277262687683,0.7898869514465332,0.8982359170913696,0.8785582780838013,0.8844277262687683,0.8781940937042236,0.6307278275489807,0.8105984330177307,0.573913037776947,0.7783505320549011,0.360049307346344,0,0.7340437173843384,0.6128543019294739,0.8065251111984253,0.6873629093170166,0.7340437173843384,0.6670680046081543,0.633614718914032,0.8091053366661072,0.5628827214241028,0.7742355465888977,0.38823530077934265,0,0.7307071089744568,0.615297794342041,0.8056851029396057,0.6938081979751587,0.7307071089744568,0.6825625896453857,0,7d598ed1cd6249eda787dd75ff0f1933,0.633614718914032
founta-2018-thas,4,multi,-,-,-,baseline,-,-,-,-,-,-,-,,42,0.9400585889816284,0.9806509613990784,0.9260543584823608,0.9572976231575012,0.8962312936782837,0,0.9669895768165588,0.9464360475540161,0.9667432308197021,0.9338873624801636,0.9669895768165588,0.9753437638282776,0.6239966154098511,0.8702154159545898,0.5373751521110535,0.7732207775115967,0.3151750862598419,0,0.7942094206809998,0.6471301317214966,0.7850785255432129,0.6150110960006714,0.7942094206809998,0.6460054516792297,0.6254303455352783,0.8656827807426453,0.523809552192688,0.7722653746604919,0.3399638235569,0,0.7875363230705261,0.6364761590957642,0.7811923623085022,0.6220720410346985,0.7875363230705261,0.640170693397522,2,a685fba75fa44e13a46063f5f804a8fa,0.6254303455352783
founta-2018-thas,4,multi,-,-,-,sampling_modifiedRS_undersampling,15.0,-,-,-,-,-,-,,0,0.9103077054023743,0.9611749649047852,0.8915977478027344,0.9418259263038635,0.8466321229934692,0,0.9401441216468811,0.9125332832336426,0.9404264688491821,0.9083133339881897,0.9401441216468811,0.949591875076294,0.6478463411331177,0.8570326566696167,0.576730489730835,0.765041172504425,0.39258113503456116,0,0.7818318605422974,0.6403569579124451,0.7960896492004395,0.6592373251914978,0.7818319201469421,0.6571149230003357,0.6540487408638,0.8630654215812683,0.5795724391937256,0.7729591727256775,0.4005979001522064,0,0.7874286770820618,0.6454170346260071,0.8015152215957642,0.6661723256111145,0.7874286770820618,0.6704320311546326,1,6af756dd79e743e29ff6e1f6e87253d7,0.6540487408638
founta-2018-thas,4,multi,-,-,-,augmentation_bert,-,-,7.5,0.3,5,-,-,,0,0.957451343536377,0.9808425307273865,0.9266055226325989,0.960075318813324,0.9622818827629089,0,0.9692220091819763,0.9610199332237244,0.9690521955490112,0.9539932608604431,0.9692220687866211,0.9881488084793091,0.6180453300476074,0.8555141687393188,0.5419235229492188,0.7569866180419922,0.3177570104598999,0,0.776557981967926,0.6270438432693481,0.7803834676742554,0.6193927526473999,0.7765580415725708,0.6222866773605347,0.6270694732666016,0.8583409786224365,0.5497398376464844,0.7604422569274902,0.3397548198699951,0,0.7795716524124146,0.6297932267189026,0.7855587005615234,0.6302831172943115,0.7795715928077698,0.6216498613357544,2,78efe142a3374d80925417910808688b,0.6270694732666016
founta-2018-thas,4,multi,-,-,-,fl,-,-,-,-,-,-,0.1,,42,0.9580734968185425,0.9859253168106079,0.9451609253883362,0.9719148874282837,0.9292929172515869,0,0.9762109518051147,0.9605481028556824,0.97612464427948,0.9557702541351318,0.9762110114097595,0.988526463508606,0.6246588230133057,0.8674893379211426,0.5102680325508118,0.780298113822937,0.34057971835136414,0,0.7893660664558411,0.6505345106124878,0.7794446349143982,0.6058349609375,0.7893660068511963,0.6146252155303955,0.629287838935852,0.8665485978126526,0.5051975250244141,0.7918522953987122,0.35355284810066223,0,0.7881821393966675,0.6465033888816833,0.7796717286109924,0.616125226020813,0.7881820797920227,0.6197270154953003,5,8e1b988521dc40eabb20136a68fb5274,0.629287838935852
